"Pitch_angle"	"Pitch_angle_std"	"Hub_temperature"	"Hub_temperature_std"	"Generator_converter_speed"	"Generator_converter_speed_std"	"Generator_speed"	"Generator_speed_std"	"Generator_bearing_1_temperature"	"Generator_bearing_1_temperature_std"	"Generator_bearing_2_temperature"	"Generator_bearing_2_temperature_std"	"Generator_stator_temperature"	"Generator_stator_temperature_std"	"Gearbox_bearing_1_temperature"	"Gearbox_bearing_1_temperature_std"	"Gearbox_bearing_2_temperature"	"Gearbox_bearing_2_temperature_std"	"Gearbox_inlet_temperature"	"Gearbox_inlet_temperature_std"	"Gearbox_oil_sump_temperature"	"Gearbox_oil_sump_temperature_std"	"Nacelle_angle"	"Nacelle_temperature_std"	"Absolute_wind_direction"	"Outdoor_temperature_std"	"Grid_frequency"	"Grid_frequency_std"	"Rotor_speed"	"Rotor_speed_std"	"Rotor_bearing_temperature"	"Rotor_bearing_temperature_std"	"Nacelle_angle_c"	"AbsWindSin"	"AbsWindCos"	"Y"
"8345"	-1,01	0	16	0,059999999	1531,96	140,8	1533,62	141,08	43,669998	0,25999999	41,529999	0,07	62,639999	0,51999998	60,790001	1,6799999	66,470001	1,51	49,290001	0,85000002	56,110001	0,51999998	228,5	0,14	256,31	0,12	49,970001	0,0099999998	14,59	1,35	34,139999	0,029999999	228,5	-0,971590441254329	-0,236668575149341	622,897989
"15461"	-1	0	19,52	0,41	1492,6	22,690001	1494,21	22,75	44,66	0,50999999	40,639999	0,28	62,779999	0,75	66,220001	0,19	69,970001	0,13	57,709999	0,2	59,349998	0,2	28,51	0,28999999	35,619999	0,07	50,02	0,0099999998	14,21	0,22	34,700001	0,039999999	28,51	0,582406746207443	0,812897522429524	451,991
"11561"	-1	0	20	0	985,94	76,449997	986,35999	76,580002	40,779999	1,02	39,73	0,69	61,720001	1,05	58,439999	0,19	61,310001	0,51999998	54,529999	0,13	56,619999	0,050000001	289,73001	1,05	305,07001	0,029999999	49,990002	0,0099999998	9,3599997	0,73000002	33,07	0,11	289,73001	-0,818450577024426	0,57457693389866	82,9079989
"3377"	-1	0	31	0	1429,7	145,09	1430,35	145,3	44,990002	0,86000001	43,919998	0,47	61,84	0,88999999	64,110001	0,28999999	68,5	0,28	52,75	0,16	59,150002	0,15000001	271,07999	0,81999999	274,60001	0,14	49,990002	0,0099999998	13,6	1,39	40,080002	0,050000001	271,07999	-0,996778864458879	0,0801990982995911	411,620989
"7814"	92,639999	0	15	0	6,3000002	10,01	30,75	21,110001	29,620001	0,1	23,27	0,12	51,860001	0,23	30,459999	0,16	34,240002	0,13	31,969999	1,3099999	37,25	0,30000001	240,34	0,079999998	236,34	0,02	49,990002	0,0099999998	0,28	0,25	22,129999	0,050000001	240,34	-0,832341273840663	-0,554263478736694	-1,836
"6737"	-1,01	0	16,370001	0,37	1367,4301	99,360001	1368,77	99,540001	46,23	0,40000001	43,889999	0,28	64,650002	0,63999999	64,019997	0,31999999	68,339996	0,41999999	53,240002	0,20999999	59,220001	0,14	233,75999	0,23999999	228,12	0,090000004	49,98	0	13,01	0,94999999	34,09	0,090000004	233,75999	-0,744544618419267	-0,66757270104679	339,329011
"15620"	44,990002	0	27	0	10,21	6,3499999	7,3899999	7,1300001	36,419998	0,050000001	36,5	0	42,43	0,039999999	38,720001	0,079999998	40,75	0,059999999	38,889999	0,12	41,880001	0,25	336,92999	0,079999998	294,04001	0,079999998	49,970001	0,0099999998	0	0	27,99	0,02	336,92999	-0,913261208195535	0,407374478343	-2,342
"3945"	-1	0	29,16	0,28999999	1496,48	125,53	1497,48	125,72	42,040001	0,58999997	40,75	0,34	59,450001	0,81	61,349998	0,37	67,800003	0,56999999	49,48	0,57999998	56,959999	0,28	218,39	0,94	223,64999	0,0099999998	49,98	0,0099999998	14,25	1,2	39,110001	0,090000004	218,39	-0,690251113947676	-0,723569899660007	463,937011
"6172"	-1,01	0	13	0	1443,1801	17,33	1444,5	17,35	43,110001	0,63999999	41,860001	0,20999999	62,59	0,63	57,470001	2,4000001	66,449997	0,95999998	45,27	2,6199999	55,950001	1,11	233,75999	2,9400001	218,86	0,050000001	50,02	0,0099999998	13,74	0,17	29,969999	0,090000004	233,75999	-0,627419588449775	-0,778681359754756	402,754989
"13367"	89,980003	0	7,21	0,41999999	22,48	6,02	19,870001	6,75	4,8800001	0,029999999	2,3	0	5,6999998	0,0099999998	16,719999	0,079999998	17,1	0	21,57	0,2	21,6	0,23	2,1700001	0,050000001	127,6	0,13	50	0,0099999998	0,1	0,12	1,7	0,02	2,1700001	0,792289643355191	-0,610145163901268	-7,56699978
"8604"	-1	0	19	0	1712,64	70,919998	1714,59	71,050003	46,68	0,40000001	40,650002	0,23	64,389999	0,69999999	66,959999	0,55000001	71,550003	0,63999999	51,799999	1,84	59,060001	0,23999999	31,73	0,19	25,52	0,050000001	49,990002	0,0099999998	16,32	0,68000001	34,209999	0,079999998	31,73	0,4308261322735	0,902434952642159	720,479011
"15371"	0,14	2,1400001	19	0	1677,77	106,83	1679,61	107,03	40,779999	0,79000002	38,830002	0,43000001	60,950001	1,01	68,5	1,17	71,529999	0,55000001	57,099998	0,36000001	59,080002	0,46000001	306,73001	0,81999999	349,37	0,55000001	50	0,0099999998	15,99	1,03	36,5	0,0099999998	306,73001	-0,184465989118858	0,982838897713354	1170,56611
"8406"	-1,01	0	15	0	1332,95	240,03	1334,1801	240,49001	40,529999	1,25	35,59	0,47	59,650002	1,52	65,940002	2,0699999	69,440002	2,1700001	57,009998	0,86000001	59,18	0,41	200,83	0,66000003	190,42999	0,20999999	50	0,0099999998	12,68	2,3	33,48	0,090000004	200,83	-0,181033945650597	-0,98347684798483	343,883
"639"	-1,01	0	11	0	1042,23	52,369999	1042,63	52,48	42,220001	0,22	36,09	0,2	60,740002	0,52999997	59,349998	0,33000001	63,330002	0,69	55,23	0,14	57,310001	0,14	296,32001	0,11	295,42001	0,07	49,98	0,0099999998	9,8999996	0,5	28,299999	0,059999999	296,32001	-0,903185436306555	0,429250588402321	115,897
"426"	-1,01	0	10	0	1678,28	16,719999	1680,35	16,76	37,189999	1,38	32,080002	0,58999997	61,16	1,0700001	61,509998	1,22	69,650002	0,28999999	50,580002	1,14	56,02	0,63	79	1,55	75,879997	0,050000001	49,959999	0,0099999998	15,99	0,16	29,02	0,11	79	0,969786905743854	0,24395359691499	1108,504
"12399"	-1,01	0	17	0	999,23999	272,60001	999,84003	273,10001	34,959999	0,74000001	33,540001	0,34	57,150002	0,43000001	60,68	2,5899999	61,240002	2,6900001	49,82	3,49	51,599998	0,25999999	286,23999	1,2	261,14001	0,07	49,959999	0,0099999998	9,4899998	2,6099999	31,09	0,13	286,23999	-0,98806766010757	-0,154020450101768	82,6550033
"17790"	44,990002	0	26	0	106,71	8,5200005	105,84	8,5200005	34,5	0,029999999	32,400002	0,02	39,470001	0,13	42,740002	0,19	43,02	0,17	42,110001	0,079999998	43,299999	0,12	260,10001	0	242,37	0,28	49,970001	0,0099999998	1	0,079999998	30,200001	0,039999999	260,10001	-0,885960876526702	-0,463759986700058	-4,025
"10014"	-1	0	25	0	1188,66	83,639999	1189,41	83,790001	46,049999	0,55000001	44,57	0,34	62,900002	0,69999999	64,330002	0,18000001	66,779999	0,23	57,59	0,20999999	59,02	0,14	33,119999	0,28	70,900002	0,090000004	49,98	0,0099999998	11,3	0,80000001	34,77	0,1	33,119999	0,94494892357959	0,327217865994164	207,758
"5893"	-1	0	18	0	1625,33	64,32	1627,04	64,440002	43,290001	0,60000002	42,220001	0,15000001	62,950001	0,62	65,470001	0,20999999	69,510002	0,23999999	57,32	0,30000001	58,599998	0,16	241,44	2,8800001	238,41	0,07	50	0,0099999998	15,48	0,62	33,779999	0,11	241,44	-0,851818373962972	-0,523837243596785	626,902011
"10322"	0,029999999	1,16	35	0	1785,1801	9,6499996	1786,52	9,6599998	49,099998	0,52999997	48,07	0,2	70,129997	2,0899999	71,639999	0,70999998	73,029999	0,31999999	53,029999	0,14	59,810001	0,22	266,95999	0,66000003	275,82999	0,28	50,009998	0,0099999998	17,01	0,090000004	40,540001	0,18000001	266,95999	-0,994827677230191	0,101577027997392	1608,586
"667"	-1,01	0	11	0	1061,8101	23,5	1062,3199	23,559999	41,959999	1,02	36,990002	0,61000001	63,84	0,73000002	56,610001	0,31999999	60,630001	0,22	51,630001	0,40000001	54,09	0,11	297,42001	3,04	307,23999	0,12	50,02	0,0099999998	10,09	0,22	25,24	0,18000001	297,42001	-0,79610773976009	0,605154911319474	125,038
"12636"	-1,01	0	15	0	1176,25	130,82001	1177,1801	131,05	42,459999	0,81	40,049999	0,54000002	63,68	0,74000001	60,419998	0,77999997	64,540001	1,3200001	55,23	0,37	56,68	0,23999999	237,05	2,6700001	233,33	0,13	49,990002	0,0099999998	11,19	1,25	29,59	0,050000001	237,05	-0,802088450119009	-0,597205256327911	196,428
"6930"	89,980003	0	6,73	0,47999999	4,2399998	0,0099999998	0	0	11,41	0,039999999	8,8100004	0,029999999	13,29	0,0099999998	20,190001	0,079999998	24,559999	0,059999999	22,57	0,72000003	28,67	0,28999999	32,900002	0,07	237,24001	0,23999999	49,959999	0,02	0	0	10,17	0,0099999998	32,900002	-0,840944676741631	-0,54112110535435	-4,806
"7271"	-1,01	0	9,5100002	0,43000001	1250,51	94,709999	1251,45	94,889999	42,52	0,16	37,990002	0,15000001	59,220001	0,43000001	57,93	0,23999999	61,07	0,34	51,919998	0,11	53,490002	0,059999999	275,45999	0,090000004	262,32001	0,079999998	50,040001	0,0099999998	11,89	0,91000003	26,09	0,029999999	275,45999	-0,991029932666103	-0,13364008590172	252,638
"7955"	89,980003	0	6,6799998	0,0099999998	8,8299999	5,8299999	8,5699997	9,6899996	14,88	0,079999998	5,23	0,050000001	24	0,1	13,95	0,090000004	18,98	0,050000001	16,76	2,1500001	22,57	0,27000001	66,93	0,12	72,870003	0,050000001	49,98	0,0099999998	0,02	0,07	7,4699998	0,090000004	66,93	0,955638940055174	0,294540686918162	-2,49599989
"3505"	-1	0	23	0	1381,96	13,85	1382,98	13,88	44,66	0,49000001	39,82	0,34999999	60,98	0,58999997	63,400002	0,49000001	66,720001	0,2	56,09	0,28	57,450001	0,25999999	257,89999	0,54000002	267,81	0,11	50,009998	0,0099999998	13,15	0,13	36,400002	0,039999999	257,89999	-0,999269601127555	-0,0382134042238816	346,104989
"5221"	-1,01	0	15	0	1360,78	59,93	1361,72	60,040001	43,150002	0,44	42,970001	0,17	61,419998	0,63999999	64,489998	0,38999999	68,599998	0,47	57,759998	0,15000001	59,790001	0,14	54,860001	0,20999999	39,209999	0,02	49,970001	0,0099999998	12,95	0,56999999	31,540001	0,059999999	54,860001	0,632164532842881	0,774834178012007	337,943
"5476"	3,55	13,63	21	0	864,26001	16,709999	864,63	16,73	43,610001	0,30000001	45,939999	0,28	63,240002	0,60000002	55,650002	0,17	56,48	0,2	52,540001	0,11	53,759998	0,079999998	49,369999	0,17	56,610001	0,17	50	0,0099999998	8,21	0,16	31,549999	0,079999998	49,369999	0,83494393716645	0,550335008689242	29,9539989
"3922"	-1	0	28	0	926,71997	0,43000001	926,91998	0,38	40,529999	0,66000003	41,16	0,46000001	59,889999	0,80000001	57,279999	0,18000001	59,060001	0,16	55,43	0,079999998	56,990002	0,050000001	210,71001	0,40000001	210,74001	0,02	49,990002	0,0099999998	8,79	0,0099999998	35,290001	0,050000001	210,71001	-0,51114323358572	-0,859495546678128	9,956
"5662"	-1,01	0	15,72	0,30000001	1723,2	63,91	1725,1	64,029999	37,759998	1,28	40,450001	0,56	59,040001	1,27	60,639999	1,33	69,449997	0,47999999	47,860001	0,55000001	55,700001	0,61000001	203,03	0,93000001	213,35001	0,039999999	50	0,0099999998	16,42	0,61000001	34,150002	0,090000004	203,03	-0,549752134163809	-0,835327834435281	744,359978
"13525"	89,980003	0	7	0	3,96	0,0099999998	0,11	0,20999999	7,0999999	0,0099999998	2,3099999	0,07	8,5699997	0,02	16,09	0,0099999998	16,799999	0,02	23,4	0,13	24,709999	0,49000001	185,46001	0,07	165,19	0,050000001	50,009998	0,0099999998	0	0	3,9200001	0,039999999	185,46001	0,255614496558437	-0,966778790183761	-5,86200011
"13846"	1,37	2,3299999	13	0	1742,1801	25,85	1744,65	25,92	39,25	0,58999997	32,959999	0,28	59,029999	0,38	68,5	0,31999999	72,779999	0,17	55,32	0,22	59,619999	0,22	31,809999	0,95999998	34,630001	0,47999999	50	0,0099999998	16,610001	0,25	30,530001	0,029999999	31,809999	0,56827467475058	0,82283892350637	788,370989
"15977"	44,990002	0	25	0,0099999998	93,639999	4,3000002	92,610001	4,2800002	38,900002	0,0099999998	39,82	0,07	47,439999	0,13	44,740002	0,0099999998	45,619999	0,0099999998	45,57	0,050000001	47,060001	0,039999999	46,07	0,090000004	52,560001	0,19	49,990002	0,0099999998	0,88	0,039999999	28,82	0,079999998	46,07	0,793990409258221	0,607930283836859	-2,001
"8695"	-1,01	0	18	0	1060,75	38,459999	1061,61	38,52	38,049999	0,51999998	37,91	0,31	58,080002	0,87	55,419998	0,11	58,169998	0,18000001	49,490002	0,16	51,110001	0,1	8,7600002	1,25	19,4	0,0099999998	50	0,0099999998	10,08	0,37	27,82	0,11	8,7600002	0,332161131883703	0,943222657947601	124,983
"19027"	89,989998	0	14,08	0,23	3,47	0,0099999998	0	0	41,240002	0,079999998	30,889999	0,20999999	57,080002	0,20999999	43,5	0,19	48,91	0,17	25,379999	0,13	49,900002	0,14	257,89999	0,1	240,81	0,38999999	50,02	0,0099999998	0	0	25,530001	0,1	257,89999	-0,87300721154741	-0,487707298065361	-4,63000022
"917"	44,98	0	14,44	0,33000001	3,3499999	0,029999999	0	0	29,959999	0,090000004	32,759998	0,090000004	44,099998	0,11	33,23	0,07	37,400002	0,07	34,52	0,19	40,470001	0,16	28,51	0,11	317,45999	0,16	49,970001	0,0099999998	0	0	19,1	0,039999999	28,51	-0,676104888214536	0,73680538823519	-1,308
"3928"	15,36	20,549999	28,530001	0,41999999	709,67999	46,700001	709,56	46,720001	41,48	0,11	40,759998	0,11	52,049999	0,079999998	52,759998	0,44	53,669998	0,33000001	51,849998	0,25999999	52,98	0,11	142,25	0,11	165,42	0,22	49,990002	0,0099999998	6,7399998	0,44	32,849998	0	142,25	0,251731548668497	-0,967797100328865	31,461
"8904"	-1	0	25	0	1496,0699	72,150002	1497,38	72,25	46,540001	0,27000001	40,68	0,079999998	64,260002	0,66000003	61,34	0,46000001	67,339996	0,44	49,439999	0,2	56,110001	0,19	14,25	0,20999999	10,05	0,090000004	50,009998	0,0099999998	14,24	0,69	38,060001	0,039999999	14,25	0,174507518326992	0,984655841422451	455,060011
"8761"	44,98	0	22	0	87,410004	42,689999	86,169998	43,330002	36,41	0,039999999	36,48	0,059999999	44,939999	0,059999999	41,540001	0,12	42,970001	0,1	42,34	0,38999999	44,68	0,13	293,89999	0,1	268,84	0,38	50,009998	0,0099999998	0,80000001	0,41999999	26,5	0	293,89999	-0,99979506040039	-0,0202444362475358	-2,29800011
"9980"	-1	0	20	0	1243,61	122,58	1244,66	122,8	42,950001	0,43000001	42,810001	0,31999999	62,43	0,58999997	59,200001	0,58999997	61,639999	1,02	54,130001	0,14	55,66	0,12	13,52	0,82999998	351,10001	0,82999998	49,98	0,0099999998	11,83	1,17	31,35	0,02	13,52	-0,154710213867941	0,98795989277143	251,835011
"5056"	-1,01	0	23	0	1773,51	26,65	1774,9399	26,690001	39,490002	0,56999999	43,259998	0,20999999	61,540001	0,69999999	64,290001	0,33000001	70,620003	0,090000004	48,439999	0,17	56,32	0,18000001	222,78	0,25999999	223,05	0,050000001	50,02	0,02	16,9	0,25999999	38,400002	0,039999999	222,78	-0,682636326800278	-0,730758267372066	888,570011
"11761"	-1	0	22	0	1669,36	73,419998	1670,86	73,540001	43,189999	0,47	38,189999	0,17	64,25	0,81	63,220001	0,62	69,580002	0,38999999	49,16	0,43000001	55,610001	0,22	239,25	0,40000001	240,5	0,059999999	50,009998	0,02	15,9	0,69999999	37,880001	0,07	239,25	-0,8703556959399	-0,492423560103467	723,790022
"8706"	-1	0,039999999	17	0,0099999998	1228,98	242,14	1230,13	242,60001	43,029999	0,5	41,34	0,31999999	62,490002	0,64999998	62,689999	0,87	66,419998	1,02	56,380001	0,40000001	58,220001	0,23	51,16	0,41	67,440002	0,33000001	50,009998	0,0099999998	11,69	2,3199999	30,690001	0,090000004	51,16	0,923478294249618	0,383650674507183	253,496
"972"	44,98	0	15,99	0,059999999	90,790001	26,09	89,379997	26,15	37,32	0,059999999	33,080002	0,029999999	49,369999	0,19	37,759998	0,12	38,959999	0,059999999	38,599998	0,31999999	39,790001	0,090000004	102,05	0,050000001	97	0,38	49,98	0,0099999998	0,85000002	0,25	22,08	0,1	102,05	0,992546151641322	-0,121869343405147	-2,1
"17084"	-0,63	1,54	26	0	971,81	409,45001	972,48999	410,16	38,48	0,07	37,52	0,14	50,150002	0,47	46,439999	1,04	46,009998	0,51999998	44,610001	0,43000001	45,529999	0,19	64,730003	0,1	80,160004	0,23999999	50	0,0099999998	9,2299995	3,9000001	28,75	0	64,730003	0,985288841638966	0,17089733333714	36,0589989
"16885"	-1	0	26	0	1597,49	74,040001	1599,17	74,18	41,889999	0,31	40,509998	0,16	59,029999	0,62	65,629997	0,76999998	69,519997	0,76999998	56,669998	0,28999999	58,25	0,33000001	351,09	1,46	358,85001	0,13	50,040001	0,0099999998	15,22	0,70999998	33,310001	0,11	351,09	-0,0200697642858183	0,99979858199615	569,999033
"2198"	-1	0	23	0	1020,66	50,16	1021,2	50,25	44,52	0,33000001	42,580002	0,28	64	0,56999999	59,540001	0,19	61,59	0,28	56,080002	0,15000001	57,810001	0,050000001	342,42001	0,13	327,95999	0,090000004	50,009998	0,0099999998	9,6899996	0,47999999	34,779999	0,029999999	342,42001	-0,530511332254436	0,847677843493402	105,8869978
"18320"	-0,80000001	0,60000002	25	0	1793,63	9,0299997	1795,39	9,0500002	38,41	0,38	37,080002	0,17	65,190002	0,5	66,32	0,22	71,510002	0,13	48,740002	0,12	56,889999	0,15000001	245,83	0,11	239,08	0,050000001	50	0,0099999998	17,1	0,090000004	38,889999	0,079999998	245,83	-0,857885593737117	-0,51384074192138	1377,058
"2912"	-1	0	22	0	1460,47	114,64	1461,6801	114,84	45,310001	0,2	39,84	0,13	63,27	0,50999999	62,689999	1,71	67,629997	1,37	50,130001	0,72000003	57,349998	0,61000001	205,22	0,62	199,89	0,039999999	50	0,0099999998	13,9	1,1	35,900002	0,039999999	205,22	-0,340215433792268	-0,940347520127287	429,793
"7194"	-1,01	0	11,98	0,11	1062,52	42,389999	1063,2	42,439999	38,189999	0,34	39,68	0,17	58,049999	0,47	55,09	0,13	57,459999	0,25	48,139999	0,1	49,59	0,12	210,71001	0,37	223,55	0,07	49,990002	0,0099999998	10,1	0,40000001	24,940001	0,029999999	210,71001	-0,688987322061621	-0,724773392198111	126,765
"2325"	44,990002	0	21,24	0,43000001	119,76	313,70001	118,7	314,28	42,09	0,38999999	40,900002	0,27000001	61,490002	0,40000001	54,049999	1,21	57,349998	0,77999997	52,779999	0,69	56,580002	0,25999999	109,73	0,63	111,55	0,28999999	50	0,0099999998	1,12	2,99	32,380001	0,14	109,73	0,930097381089946	-0,367313029566913	-4,86100022
"18725"	-1	0	27,950001	0,1	1252,03	117,91	1252,95	118,08	43,099998	0,73000002	39,720001	0,36000001	59,419998	0,87	61,630001	0,27000001	65,309998	0,38	55,470001	0,18000001	57,110001	0,14	287,98001	0,25999999	286,60001	0,14	50,009998	0,0099999998	11,91	1,13	38,91	0,039999999	287,98001	-0,958322524603092	0,285688534663811	247,006011
"10456"	-1	0	29	0	994,77002	44,470001	995,23999	44,560001	45,029999	0,43000001	44,459999	0,31	63,459999	0,62	57,139999	0,50999999	57,900002	0,68000001	52,470001	0,16	53,459999	0,14	176,67999	0,30000001	188,63	0,43000001	49,98	0,02	9,4499998	0,41999999	35,470001	0,059999999	176,67999	-0,150053034552553	-0,988677948991263	88,3530033
"9410"	-1	0	25	0	1221,3101	125,03	1222,14	125,22	46,27	0,50999999	44,599998	0,33000001	62,049999	0,68000001	64,660004	0,34	67,209999	0,30000001	57,869999	0,25	59,459999	0,15000001	32,900002	0,20999999	35,73	0,18000001	50	0,0099999998	11,61	1,2	36,709999	0,0099999998	32,900002	0,583966337286487	0,811777874123338	228,339011
"20040"	-1	0	13	0	1356,67	30,309999	1358,04	30,370001	46,869999	0,28999999	41,040001	0,15000001	63,720001	0,56999999	63,09	0,090000004	66,43	0,12	54,77	0,12	56,48	0,1	107,54	0,12	107,18	0,1	49,98	0,0099999998	12,91	0,28999999	28,690001	0,039999999	107,54	0,955381525503321	-0,295374576981412	324,555989
"2137"	-1,01	0	19	0	1374,6899	15,34	1375,89	15,37	42,639999	0,40000001	38,299999	0,16	59,02	0,47	61,150002	0,40000001	64,830002	0,34999999	53,43	0,25	54,77	0,17	276,56	0,23999999	291,87	0,079999998	50	0,0099999998	13,08	0,15000001	30,870001	0,059999999	276,56	-0,928031422650481	0,372501917543152	339,746989
"3331"	-1	0	33	0	1262,89	20,92	1263,33	20,950001	49,580002	0,41	46,189999	0,27000001	64,93	0,70999998	65,309998	0,12	67,849998	0,13	58,5	0,15000001	59,810001	0,14	51,560001	0,68000001	66,150002	0,07	49,990002	0,0099999998	12,01	0,2	40,209999	0,039999999	51,560001	0,914607173912867	0,404343563602932	250,360989
"14717"	-1,01	0	13	0	1323,87	22,74	1325,0601	22,799999	40,919998	0,44	36,27	0,22	59,029999	0,5	62,959999	0,18000001	66,889999	0,13	56,57	0,13	58,220001	0,090000004	121,81	0,31999999	137,46001	0,050000001	50	0,0099999998	12,6	0,22	30,790001	0,039999999	121,81	0,676104631020895	-0,736805624240273	297,297989
"9531"	-1	0	22	0,02	926,47998	0,50999999	926,98999	0,46000001	41,98	0,94999999	40,470001	0,63	62,32	0,93000001	54,259998	0,17	55,200001	0,050000001	51,279999	0,13	53,139999	0,090000004	2,1700001	1	13,66	0,050000001	49,98	0,0099999998	8,8000002	0,0099999998	32,049999	0,13	2,1700001	0,236159819165145	0,971714227441322	10,80299945
"515"	-0,14	0,34	12	0	995,45001	79,809998	996	79,989998	41,59	0,22	36,150002	0,25999999	62,59	0,49000001	49,25	0,23999999	49,669998	0,31	41,080002	0,14	42,619999	0,19	154,73	0,07	159,55	0,14	49,990002	0,0099999998	9,46	0,75999999	21,709999	0,029999999	154,73	0,349389847328425	-0,936977446144687	92,2579989
"9597"	89,989998	0	21	0,02	2,95	0,0099999998	0	0	30,200001	0,039999999	26,719999	0,029999999	35,48	0,079999998	30,92	0,07	33,889999	0,090000004	31,9	0,20999999	35,740002	0,40000001	293,03	0,029999999	263,10001	0,079999998	50	0,0099999998	0	0	22	0	293,03	-0,992757362897264	-0,120136665565802	-1,19799989
"19109"	-1,01	0	20,02	0,19	1596,11	146,5	1597,83	146,77	42,669998	0,89999998	41,32	0,31	60,889999	1,16	65,389999	1,58	69,629997	0,95999998	56,189999	4,1700001	57,470001	0,79000002	124	0,63	123,49	0,050000001	50,009998	0,0099999998	15,21	1,4	36,259998	0,059999999	124	0,833982140542444	-0,551791436374508	570,152978
"370"	-0,0099999998	0	11	0	926,57001	0,99000001	926,85999	0,98000002	31,889999	0,17	25,620001	0,23999999	45,790001	0,58999997	41,419998	0,31	39,099998	0,17	34,52	0,079999998	35,639999	0,22	57,049999	0,079999998	65,379997	0,090000004	49,990002	0,0099999998	8,79	0,0099999998	16,700001	0,1	57,049999	0,909090722434404	0,416598197768177	18,0409989
"19922"	-1,01	0	17	0	1763,39	26,24	1765,66	26,299999	38,740002	0,64999998	35,990002	0,079999998	63,119999	0,82999998	69,269997	0,5	71,419998	0,28	35,599998	3,03	49,650002	0,52999997	273,26999	1,84	269,13	0,059999999	50	0,0099999998	16,809999	0,25	34,630001	0,13	273,26999	-0,999884719752472	-0,0151837810021015	888,427011
"1156"	92,529999	0	7	0	3,8399999	1,6900001	13,73	9,5	13,7	0,029999999	9,1499996	0,029999999	17,299999	0,079999998	14,86	0,039999999	17,959999	0,02	17,559999	1,01	20,68	0,07	250,22	0,039999999	251,28	0,079999998	50,02	0,0099999998	0,059999999	0,090000004	11,19	0	250,22	-0,947098304994744	-0,32094360980721	-1,121
"3239"	44,990002	0	29,02	0	8,5699997	11,72	6,02	12,64	40,669998	0,07	40,599998	0	49,220001	0,079999998	43,509998	0,090000004	46,200001	0,079999998	43,98	0,1	47,950001	0,059999999	137,28	0,039999999	251,69	0,28999999	50,009998	0,0099999998	0,0099999998	0,13	31,6	0	137,28	-0,949370661159774	-0,314158157190057	-2,144
"305"	14,37	20,5	13	0	757,27002	458,44	756,90997	459,51001	36,59	0,22	33,279999	0,31999999	48,400002	0,40000001	44,540001	1,62	45,830002	1,3099999	44,970001	0,58999997	46,779999	0,30000001	235,95	0,1	241,42999	0,050000001	49,970001	0,0099999998	7,1799998	4,3699999	22,08	0,090000004	235,95	-0,878233414067971	-0,478232234813292	70,324
"17604"	-1	0	26	0	1564,95	185,64999	1566,59	185,97	47,779999	0,47	41,82	0,31	63,389999	0,72000003	66,860001	1,16	70,139999	1,33	57,73	0,5	59,139999	0,44	280,95001	0,43000001	269,64999	0,039999999	50,009998	0,0099999998	14,91	1,78	37,84	0,0099999998	280,95001	-0,999981341174887	-0,00610878892034757	532,951
