LOAD,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,heure,date
124,44,37,35,41,52,41,47,52,37,36,41,37,37,49,36,51,36,46,36,45,36,41,39,36,34,4,2005-01-10
137.5,43,37,42,39,54,40,46,54,40,43,43,39,37,50,37,51,36,45,37,48,35,44,46,38,35,5,2005-01-10
163.6,42,37,42,41,54,36,47,54,41,45,44,41,37,49,39,53,36,46,36,49,38,46,45,41,38,6,2005-01-10
162.4,42,39,42,38,54,42,47,54,48,48,43,39,41,49,43,53,39,48,36,50,41,46,46,44,42,7,2005-01-10
147.1,42,46,47,41,55,43,49,54,52,50,44,41,43,50,43,54,41,49,45,52,44,48,46,45,45,8,2005-01-10
135.9,46,46,51,44,59,47,51,55,52,50,46,43,43,51,45,56,45,53,51,53,48,54,48,45,47,9,2005-01-10
127,50,50,54,46,61,50,56,61,52,55,48,45,46,52,45,60,48,54,57,56,53,54,54,47,48,10,2005-01-10
119.3,53,54,56,54,61,50,61,61,52,61,58,48,54,53,50,63,58,54,63,63,58,59,61,51,51,11,2005-01-10
106.9,55,57,58,59,61,53,64,61,55,63,61,54,55,56,53,65,64,55,63,66,58,59,63,54,57,12,2005-01-10
98.1,57,59,59,65,61,54,67,62,55,64,63,57,57,55,55,67,66,54,64,68,58,60,64,59,60,13,2005-01-10
91.9,58,63,59,64,61,57,68,62,55,64,64,61,59,52,58,68,66,53,63,70,59,60,66,61,60,14,2005-01-10
91.3,58,61,58,63,61,58,67,62,55,64,64,61,61,57,61,65,66,53,63,64,58,60,66,61,61,15,2005-01-10
97.7,58,55,57,62,61,54,64,62,55,61,61,59,59,53,56,62,63,53,61,59,53,61,63,56,57,16,2005-01-10
120.2,56,52,52,61,61,49,57,63,52,57,56,50,59,53,51,57,55,52,59,56,47,55,59,52,50,17,2005-01-10
138.7,52,46,50,54,57,50,50,59,52,55,52,48,46,52,47,55,54,52,57,53,46,52,54,51,46,18,2005-01-10
141.7,50,46,48,56,55,50,48,57,48,54,53,45,46,50,44,54,52,51,55,52,46,48,50,47,44,19,2005-01-10
142.7,49,43,47,53,54,47,47,55,48,48,48,43,43,51,44,52,46,51,57,48,47,46,46,45,42,20,2005-01-10
137.9,48,46,46,51,52,45,48,54,48,48,52,41,43,50,41,50,46,50,54,47,46,45,45,42,41,21,2005-01-10
126.8,47,46,44,51,48,42,48,52,46,46,50,43,43,50,42,48,45,49,54,46,46,45,43,43,40,22,2005-01-10
115.3,46,46,42,52,48,43,49,52,46,43,49,41,41,49,42,46,45,50,50,44,44,45,43,41,39,23,2005-01-10
106.7,46,46,41,50,48,43,50,50,43,43,43,39,41,50,41,44,45,50,48,43,43,46,39,41,39,0,2005-01-11
104.4,44,43,39,49,46,44,49,48,46,43,45,37,41,50,41,43,45,49,46,46,46,46,41,39,45,1,2005-01-11
106.2,44,39,39,50,48,44,47,46,48,41,44,36,37,50,40,45,43,48,45,49,43,41,39,38,39,2,2005-01-11
109.8,43,37,39,48,48,42,43,46,46,43,43,37,41,51,39,44,43,46,45,48,43,40,39,37,38,3,2005-01-11
118,42,37,38,44,46,40,41,46,48,43,41,37,41,52,40,42,43,46,45,47,42,39,39,38,36,4,2005-01-11
134.8,42,37,39,41,43,42,42,45,48,43,40,37,45,51,41,42,43,47,45,46,41,37,39,45,37,5,2005-01-11
162.5,41,37,38,44,43,41,44,45,46,41,40,37,43,51,40,43,43,48,45,46,41,39,37,42,38,6,2005-01-11
162.5,41,37,36,46,46,44,44,45,46,41,40,37,43,52,39,43,41,50,45,45,41,41,39,41,39,7,2005-01-11
147.3,41,45,40,50,48,47,48,48,48,48,45,43,45,53,44,47,46,53,46,48,46,45,43,45,43,8,2005-01-11
131.2,47,48,42,53,50,49,52,52,50,52,50,48,52,55,48,53,50,55,52,53,49,54,48,50,49,9,2005-01-11
116.8,53,54,46,53,55,53,56,57,55,57,53,54,54,59,51,60,55,60,55,57,51,55,52,52,52,10,2005-01-11
107,57,57,51,54,61,56,61,63,57,61,55,55,55,64,55,65,61,63,55,67,52,59,57,56,55,11,2005-01-11
100.1,61,57,57,54,66,56,63,64,61,61,58,57,59,67,57,68,63,66,59,68,52,61,61,60,57,12,2005-01-11
96.4,63,61,59,54,70,56,64,66,61,63,59,59,59,64,60,68,63,66,61,69,53,64,63,60,59,13,2005-01-11
92.4,65,61,61,55,70,55,63,68,61,64,60,59,59,65,60,66,63,66,61,67,53,64,64,62,60,14,2005-01-11
92.8,65,59,64,55,70,53,62,68,61,64,60,59,59,64,59,63,63,64,63,65,52,64,63,60,60,15,2005-01-11
101.9,65,57,60,56,66,51,59,64,57,63,59,57,55,63,56,61,63,61,61,60,51,61,63,59,58,16,2005-01-11
124,62,52,58,56,61,48,54,61,57,59,56,54,54,58,53,57,55,57,57,57,50,59,59,54,53,17,2005-01-11
139.9,58,48,55,56,59,48,53,59,55,57,54,48,50,54,49,58,52,56,55,56,49,54,54,52,48,18,2005-01-11
141.2,55,46,53,56,55,47,54,55,55,52,53,48,46,56,47,56,50,58,55,56,47,54,50,50,48,19,2005-01-11
139.6,54,46,52,50,55,44,51,57,54,52,49,48,50,59,45,55,50,59,52,56,45,52,50,48,46,20,2005-01-11
134.2,52,45,53,52,55,44,48,55,52,50,48,48,46,59,45,56,48,58,48,54,45,46,48,47,43,21,2005-01-11
123,51,43,52,50,55,43,48,55,52,48,48,52,50,58,45,55,46,58,48,53,44,46,48,48,44,22,2005-01-11
111.3,51,43,51,49,55,41,46,55,52,48,48,54,45,59,46,52,45,58,48,52,42,52,45,48,42,23,2005-01-11
102.9,50,43,50,49,54,48,52,55,52,50,50,50,46,58,45,54,45,56,48,53,46,46,45,45,41,0,2005-01-12
100.7,48,45,51,53,54,47,51,55,52,50,48,48,43,58,45,53,45,54,48,51,47,52,45,46,41,1,2005-01-12
100.2,47,43,51,50,54,45,51,55,52,52,48,48,43,57,45,53,45,53,45,51,46,52,43,47,40,2,2005-01-12
102.1,46,41,46,51,52,47,48,55,48,52,49,45,43,56,46,53,45,53,46,51,45,54,43,47,46,3,2005-01-12
108,46,42,47,51,50,47,51,54,50,50,47,48,45,57,43,52,54,53,46,52,43,54,45,46,46,4,2005-01-12
120.9,45,43,53,52,50,45,51,54,50,50,48,48,45,56,44,50,55,55,45,51,43,52,48,46,46,5,2005-01-12
145.6,44,46,53,50,48,43,50,54,52,50,48,48,45,56,44,47,55,54,43,49,45,48,50,47,45,6,2005-01-12
144.2,44,46,55,50,48,46,47,54,52,52,51,50,46,57,45,47,55,54,45,48,48,54,50,48,44,7,2005-01-12
127.3,44,52,56,55,54,51,55,57,52,55,51,55,50,58,51,58,55,58,48,56,51,59,54,53,50,8,2005-01-12
111.5,50,57,58,57,59,56,60,64,55,61,55,57,54,62,58,62,59,61,54,61,55,63,59,57,56,9,2005-01-12
99.1,54,66,61,61,64,61,66,68,57,66,60,59,61,62,63,69,63,66,54,68,62,66,64,61,64,10,2005-01-12
92.8,58,66,61,64,70,64,69,70,63,70,62,63,63,62,66,70,63,62,57,70,67,70,66,67,65,11,2005-01-12
88.4,61,70,63,68,72,66,71,73,66,72,62,64,64,62,68,70,64,65,59,72,70,73,70,68,68,12,2005-01-12
86,63,72,63,70,72,70,73,72,66,73,64,68,66,62,69,68,66,66,61,70,73,73,72,72,70,13,2005-01-12
83.8,65,72,63,70,72,69,71,73,64,73,66,68,68,63,71,68,68,65,63,69,71,73,72,73,72,14,2005-01-12
84,65,72,62,69,69,68,69,73,63,72,67,68,66,63,70,66,68,64,63,67,70,73,70,71,70,15,2005-01-12
90.2,65,66,61,68,67,60,66,70,61,70,65,68,63,63,69,65,66,63,63,65,67,72,70,69,68,16,2005-01-12
106.5,63,66,59,64,64,64,64,66,61,68,63,64,63,62,66,63,63,63,64,64,65,70,66,66,66,17,2005-01-12
118.6,61,63,58,62,63,63,64,64,61,66,62,63,63,62,65,60,61,62,64,63,63,68,66,65,66,18,2005-01-12
116.6,59,64,57,63,63,61,64,64,61,66,62,61,61,61,54,60,63,62,63,60,64,66,64,64,64,19,2005-01-12
112,58,64,57,63,61,62,60,64,61,66,62,61,61,60,53,60,63,60,61,60,62,64,64,63,64,20,2005-01-12
106.3,57,66,58,61,61,62,59,63,61,64,61,57,61,62,52,61,64,58,63,57,61,64,63,63,63,21,2005-01-12
93.7,57,63,59,61,61,61,59,63,61,63,61,57,61,62,51,61,63,55,63,58,61,64,63,62,61,22,2005-01-12
81,56,59,59,60,59,60,56,61,61,63,60,57,59,60,51,60,63,59,63,58,63,64,63,62,61,23,2005-01-12
72.9,55,63,59,60,59,59,56,61,61,61,59,57,61,62,48,59,63,59,63,56,62,64,63,61,61,0,2005-01-13
69.2,54,63,59,61,61,60,55,61,61,61,60,59,61,63,47,63,63,65,63,56,62,64,63,62,61,1,2005-01-13
68,54,63,58,61,59,59,53,61,61,61,60,59,61,62,46,64,63,64,63,56,62,63,61,62,60,2,2005-01-13
68.3,53,63,59,61,59,59,52,61,61,61,60,59,61,64,45,63,63,65,63,56,64,64,63,62,60,3,2005-01-13
71.7,53,61,59,61,61,59,53,59,61,61,60,59,61,64,54,63,63,65,63,58,64,64,61,62,60,4,2005-01-13
82.4,53,63,57,61,61,58,60,61,61,57,60,59,61,65,61,64,63,65,63,61,63,64,63,62,60,5,2005-01-13
105.4,52,63,58,62,61,58,58,63,61,59,60,59,61,65,61,63,63,64,63,62,63,64,63,63,60,6,2005-01-13
106.8,52,61,57,62,61,60,59,63,61,63,61,59,61,65,61,63,63,65,63,62,63,64,63,63,60,7,2005-01-13
96.8,52,66,58,63,66,63,64,66,61,66,62,61,63,66,63,68,64,67,64,67,64,66,64,65,62,8,2005-01-13
91.2,57,72,60,65,71,67,69,71,61,70,64,61,64,66,64,73,66,69,64,73,68,72,68,66,66,9,2005-01-13
88.1,62,72,59,67,75,71,74,75,61,73,66,61,64,67,64,75,68,70,66,76,72,73,72,68,70,10,2005-01-13
86.8,66,73,61,70,77,71,75,79,61,75,67,64,68,66,62,75,70,72,66,76,74,79,73,72,72,11,2005-01-13
85.8,68,73,62,73,76,72,76,79,61,79,69,68,72,68,66,75,70,72,67,76,74,81,75,72,74,12,2005-01-13
86.1,70,77,58,72,75,73,76,77,62,79,71,68,73,68,69,74,70,73,67,76,74,79,75,77,77,13,2005-01-13
84.6,72,79,62,72,70,72,74,73,63,75,71,68,73,68,71,74,71,71,68,74,75,79,72,78,76,14,2005-01-13
85.5,72,75,63,71,70,72,73,70,61,73,71,68,73,66,72,72,72,70,69,73,73,75,70,74,73,15,2005-01-13
90.2,72,73,63,71,72,70,71,70,63,72,68,64,66,65,73,71,72,68,69,71,72,73,68,66,69,16,2005-01-13
104.4,70,72,63,69,72,68,71,72,63,72,66,64,63,66,71,69,72,67,70,70,70,73,68,67,67,17,2005-01-13
116.9,67,72,62,69,72,68,70,72,63,72,67,64,64,66,68,69,70,67,70,70,69,73,68,67,68,18,2005-01-13
115,68,72,62,69,72,67,69,72,63,72,67,64,64,67,68,70,72,67,70,70,69,73,68,68,70,19,2005-01-13
111.9,68,72,62,69,72,69,70,72,63,72,66,66,64,66,68,70,70,67,70,70,69,73,70,68,70,20,2005-01-13
104.6,68,72,53,70,72,69,70,72,61,72,67,64,64,66,68,70,68,67,70,70,70,73,72,68,71,21,2005-01-13
93,69,72,52,70,72,69,71,72,55,72,68,68,66,67,69,70,68,66,68,69,70,73,72,69,71,22,2005-01-13
81,70,72,51,67,72,69,70,72,55,72,67,68,68,66,70,70,66,66,66,69,70,73,72,70,71,23,2005-01-13
71.9,68,72,50,72,72,69,71,72,55,72,66,68,68,66,70,70,64,67,61,69,70,73,72,70,71,0,2005-01-14
67.8,68,72,50,64,72,68,71,72,55,72,66,68,68,67,70,69,61,67,61,68,70,73,72,70,71,1,2005-01-14
65.8,68,72,50,59,72,67,70,72,55,70,63,63,64,66,70,68,60,66,59,68,70,73,70,70,70,2,2005-01-14
64.8,68,72,48,57,72,68,70,72,52,70,58,61,66,65,69,70,58,67,57,69,69,73,72,69,70,3,2005-01-14
66.7,61,69,47,57,72,67,70,72,48,70,57,55,66,66,70,70,57,67,57,69,69,70,70,70,69,4,2005-01-14
74.9,59,67,44,56,72,68,71,72,45,70,56,55,59,67,61,69,55,67,55,69,69,70,68,61,68,5,2005-01-14
94.8,57,64,42,56,72,67,71,72,43,62,55,54,55,68,58,71,55,67,52,69,69,73,64,58,68,6,2005-01-14
99.3,55,62,40,55,70,69,71,70,39,74,54,54,55,68,57,71,55,67,50,70,70,73,59,57,58,7,2005-01-14
92.8,55,59,39,55,66,69,72,66,39,69,53,54,54,67,55,71,54,69,48,69,70,68,59,55,57,8,2005-01-14
91.8,54,57,39,53,63,70,72,63,39,57,49,52,50,68,52,68,52,69,46,69,59,59,57,53,57,9,2005-01-14
93.5,54,57,39,52,61,59,62,59,37,55,47,48,50,69,50,65,52,68,46,59,49,59,54,52,55,10,2005-01-14
95.2,51,48,40,50,59,50,58,59,37,56,47,48,50,69,49,60,50,65,46,58,47,59,54,50,53,11,2005-01-14
98.4,50,46,41,49,59,48,58,59,39,57,46,48,50,69,50,58,48,60,46,58,44,54,54,51,51,12,2005-01-14
103.5,50,46,42,49,55,46,52,55,39,57,47,48,46,51,49,54,48,59,46,55,44,46,52,52,49,13,2005-01-14
108.2,49,46,44,47,55,45,48,55,39,58,46,48,46,50,48,53,48,50,46,54,44,46,52,51,48,14,2005-01-14
116.5,48,46,44,46,54,44,46,54,41,58,45,45,46,48,47,53,48,48,46,47,44,46,52,50,47,15,2005-01-14
128.5,55,46,42,45,54,44,45,54,39,59,45,45,44,46,46,48,48,46,46,46,44,46,52,49,47,16,2005-01-14
146.9,46,46,40,43,54,44,44,52,37,47,44,43,44,45,45,46,46,45,41,45,45,46,50,48,47,17,2005-01-14
154.2,44,46,39,41,52,44,44,52,36,46,43,41,43,45,44,46,43,45,40,45,44,46,48,47,45,18,2005-01-14
152.8,42,46,38,40,52,45,44,50,36,45,42,39,42,45,42,46,37,45,39,45,44,45,46,46,45,19,2005-01-14
151.3,41,45,37,39,50,44,44,50,36,45,40,39,41,45,42,46,37,44,38,45,44,45,45,45,44,20,2005-01-14
148.8,40,45,36,39,49,44,44,48,36,45,39,37,40,45,40,45,37,45,37,44,44,45,45,43,43,21,2005-01-14
142.8,40,43,35,39,48,44,43,46,32,43,37,37,39,45,39,44,37,45,35,43,43,42,43,41,42,22,2005-01-14
136.9,38,41,35,37,46,43,42,45,36,41,36,36,38,45,38,43,36,45,36,42,43,41,41,39,40,23,2005-01-14
130.9,36,39,34,35,45,42,41,44,34,39,35,36,37,45,37,42,36,45,35,41,42,41,37,38,38,0,2005-01-15
128.8,35,37,33,34,43,41,40,42,33,38,34,34,36,45,36,41,35,45,36,40,41,39,37,37,37,1,2005-01-15
130.9,39,37,32,35,42,40,40,41,32,43,33,34,35,46,41,40,33,44,34,39,41,37,36,36,36,2,2005-01-15
135.3,38,37,31,34,41,39,39,40,32,41,33,34,34,46,39,39,32,44,32,38,40,37,37,35,35,3,2005-01-15
141.4,37,36,31,34,39,38,38,39,36,36,32,34,33,46,34,38,31,43,31,37,39,37,36,34,34,4,2005-01-15
149.1,34,34,31,36,37,38,37,37,32,38,32,34,32,45,33,38,30,43,36,37,39,36,36,33,34,5,2005-01-15
159,34,34,31,34,37,37,36,37,32,37,32,34,32,45,33,37,34,43,36,36,38,34,34,33,33,6,2005-01-15
171.6,34,34,29,34,37,38,36,37,32,36,32,34,32,45,33,37,34,43,36,36,38,36,36,33,33,7,2005-01-15
182.2,36,37,31,32,37,39,38,39,32,36,33,34,32,47,34,38,36,44,36,37,39,37,37,34,35,8,2005-01-15
184.2,36,37,34,44,41,39,39,41,36,37,34,36,36,47,36,40,37,45,37,39,38,39,39,36,37,9,2005-01-15
177.8,39,39,39,41,43,40,42,43,37,39,36,37,37,48,38,42,39,46,41,42,39,40,39,38,39,10,2005-01-15
169.5,41,41,40,39,46,40,44,45,39,39,38,39,37,47,41,43,43,46,43,44,40,41,41,41,40,11,2005-01-15
161.2,41,43,43,41,46,41,44,45,43,41,39,39,37,47,42,45,43,46,45,47,40,41,45,42,42,12,2005-01-15
152.8,41,45,45,42,48,41,44,45,43,41,40,39,37,47,41,47,43,45,51,47,40,42,45,41,42,13,2005-01-15
149.1,41,43,45,43,46,41,43,45,45,41,41,39,41,47,41,47,43,45,45,45,40,43,45,41,42,14,2005-01-15
151.7,41,39,45,44,46,40,42,45,43,41,40,39,39,47,41,46,43,44,45,43,39,43,45,41,41,15,2005-01-15
161.9,41,39,44,44,43,39,41,43,41,41,39,37,37,46,39,44,43,44,43,42,38,44,43,39,39,16,2005-01-15
177.8,37,37,41,44,43,38,40,43,39,39,38,37,37,46,38,43,41,43,41,41,37,41,41,38,38,17,2005-01-15
187.9,37,37,40,41,43,37,39,43,37,39,36,36,36,46,38,42,39,43,39,41,37,39,39,38,38,18,2005-01-15
185.8,37,37,37,40,43,38,39,43,36,37,35,36,34,46,45,41,37,43,39,39,37,39,39,36,36,19,2005-01-15
184,36,37,35,38,41,38,38,43,36,37,34,36,34,46,45,40,37,42,37,39,37,37,37,35,36,20,2005-01-15
177.8,36,34,34,37,41,39,38,41,36,37,34,34,32,47,45,39,37,42,37,39,36,37,37,35,35,21,2005-01-15
171.2,36,34,33,37,41,38,38,41,36,36,33,34,32,46,44,39,37,42,36,39,36,37,37,34,34,22,2005-01-15
162.1,36,34,34,36,39,38,39,41,36,36,33,34,32,46,43,39,37,42,36,39,36,37,37,33,33,23,2005-01-15
154.7,36,34,32,36,39,37,39,41,36,36,32,34,32,47,40,39,36,42,36,38,37,37,37,33,33,0,2005-01-16
150.8,34,34,34,35,39,38,39,41,36,36,31,34,32,47,38,39,36,43,36,38,38,37,36,33,33,1,2005-01-16
148.7,34,34,33,34,37,38,40,41,36,34,31,34,32,47,37,38,34,43,36,38,38,37,36,33,33,2,2005-01-16
149,34,34,31,34,37,39,40,39,32,34,30,30,32,48,36,38,34,42,36,38,38,37,36,33,33,3,2005-01-16
150.4,33,34,31,33,37,40,39,37,32,35,30,30,32,48,35,38,34,42,36,38,37,37,36,32,33,4,2005-01-16
153.8,34,34,31,32,37,39,39,37,32,36,30,30,32,48,35,38,34,43,34,38,37,37,36,32,33,5,2005-01-16
159.9,34,34,30,32,37,40,40,37,30,36,30,30,32,48,34,38,34,43,34,38,37,36,34,33,33,6,2005-01-16
173.1,32,34,30,32,37,39,39,37,32,36,30,30,32,49,33,38,32,44,34,38,38,34,34,33,33,7,2005-01-16
190,32,34,31,33,36,40,40,36,32,36,30,34,32,49,32,38,34,44,36,38,40,34,34,33,34,8,2005-01-16
195.8,34,37,33,37,36,41,41,36,36,36,33,34,32,49,35,37,37,44,39,39,40,35,34,33,35,9,2005-01-16
188.8,36,37,38,39,36,42,42,37,39,36,35,36,32,50,37,38,39,44,43,38,40,36,36,34,35,10,2005-01-16
180.1,41,37,42,42,37,44,40,37,43,36,38,37,36,50,38,37,43,45,43,38,40,36,37,38,33,11,2005-01-16
178.6,43,37,46,44,37,42,38,37,45,36,41,39,38,49,40,36,46,43,45,36,41,36,41,40,33,12,2005-01-16
176.8,43,34,48,46,37,42,38,37,43,36,42,39,41,48,41,37,46,43,45,36,40,37,43,42,34,13,2005-01-16
174.5,44,34,48,48,37,42,39,39,45,36,43,41,41,48,41,38,46,43,46,37,40,37,45,42,37,14,2005-01-16
170.7,44,37,47,47,41,42,39,41,43,37,44,43,41,47,42,38,46,42,46,38,40,37,45,43,37,15,2005-01-16
170.2,43,37,42,46,41,41,38,43,37,37,41,41,38,46,42,39,46,43,45,38,40,37,45,42,37,16,2005-01-16
178.3,41,37,33,44,41,41,37,41,36,44,39,36,36,46,40,38,45,43,43,37,40,36,39,38,35,17,2005-01-16
182.8,37,37,29,40,37,40,37,37,30,37,37,34,34,46,37,38,39,41,41,38,40,35,36,34,33,18,2005-01-16
180.1,37,37,28,40,37,40,37,36,27,37,37,30,32,45,35,38,43,40,39,37,39,35,32,33,35,19,2005-01-16
175.7,35,37,26,38,36,40,38,36,25,36,38,28,34,45,34,37,39,40,36,37,38,35,32,32,36,20,2005-01-16
168.2,34,37,25,38,34,39,38,36,23,36,35,28,36,44,34,37,36,40,36,37,38,35,30,34,36,21,2005-01-16
159.4,34,37,24,36,32,38,38,35,21,36,35,35,34,44,33,37,34,40,32,37,37,35,32,36,36,22,2005-01-16
149.7,33,37,23,31,34,38,38,34,19,32,32,34,34,43,33,36,32,40,30,37,36,35,30,37,33,23,2005-01-16
144.4,29,36,21,29,34,37,38,32,19,32,30,30,32,42,30,34,30,39,28,35,36,36,32,36,33,0,2005-01-17
144.3,28,37,20,29,34,35,36,32,18,32,29,28,32,41,29,33,28,38,27,34,35,36,34,32,33,1,2005-01-17
146,27,36,18,28,34,35,34,33,16,32,28,28,30,40,29,31,28,37,25,34,35,36,34,31,32,2,2005-01-17
149.4,26,34,17,27,34,35,34,33,14,32,26,28,28,39,28,31,27,36,25,34,34,36,30,30,31,3,2005-01-17
157.7,26,34,16,26,34,35,33,34,14,31,23,25,27,39,27,32,27,36,23,33,33,34,30,28,31,4,2005-01-17
170.9,25,32,17,25,34,34,33,32,14,30,22,23,27,39,27,31,25,35,21,32,31,36,28,27,29,5,2005-01-17
187.9,24,32,16,24,32,32,32,32,14,30,21,21,25,38,26,30,25,34,21,30,29,34,27,25,28,6,2005-01-17
201.6,24,28,15,23,32,30,32,32,12,30,21,21,25,37,26,30,23,35,21,30,28,34,27,25,27,7,2005-01-17
205.7,24,28,16,26,34,31,32,32,14,30,22,21,27,36,25,31,25,36,23,32,28,34,28,26,29,8,2005-01-17
202.6,31,32,18,25,34,30,32,32,16,30,24,25,28,37,30,34,28,35,25,33,29,34,30,27,30,9,2005-01-17
196.5,37,32,20,28,34,32,33,34,18,32,25,25,30,35,34,35,30,36,25,34,29,34,30,30,31,10,2005-01-17
187.9,30,32,21,30,36,33,35,36,19,34,27,28,32,36,37,37,30,37,27,35,30,36,32,31,33,11,2005-01-17
177.5,31,32,23,32,36,33,35,37,21,34,29,28,32,37,40,38,32,38,30,36,30,36,34,32,33,12,2005-01-17
168.2,32,34,25,33,37,34,35,37,21,36,29,28,32,36,41,38,32,38,28,37,31,36,36,32,34,13,2005-01-17
163,33,34,26,34,37,33,36,37,21,35,30,28,30,35,30,38,34,38,30,37,31,37,36,32,34,14,2005-01-17
163.5,33,34,26,35,37,32,35,37,21,34,30,30,30,35,31,37,34,37,30,36,31,36,34,32,32,15,2005-01-17
176.1,32,32,25,35,36,30,34,37,21,32,29,28,27,33,28,35,34,35,28,34,30,34,34,30,30,16,2005-01-17
208.8,31,32,22,35,34,28,32,34,19,30,27,28,25,32,27,31,30,33,27,32,29,34,30,28,28,17,2005-01-17
231.7,28,28,20,28,32,27,30,32,19,29,26,28,23,32,26,29,30,32,27,29,28,30,28,27,27,18,2005-01-17
236.2,35,27,19,27,32,27,29,32,18,28,25,25,23,32,22,28,28,31,27,28,27,28,28,25,25,19,2005-01-17
235.6,32,27,19,27,32,25,28,32,18,27,23,25,21,32,23,29,27,30,25,27,26,28,23,24,25,20,2005-01-17
230.8,30,27,18,25,30,26,27,28,14,26,22,23,21,31,21,28,27,29,25,27,24,27,23,23,23,21,2005-01-17
219.6,29,25,17,25,30,25,26,28,14,25,22,21,21,30,20,27,27,28,23,26,22,25,21,23,22,22,2005-01-17
211.3,28,23,16,23,30,24,25,28,14,24,21,21,21,29,19,25,23,27,21,26,21,25,23,22,22,23,2005-01-17
209.2,26,21,15,22,30,21,25,28,12,23,20,19,19,28,19,24,22,26,19,24,20,25,23,21,22,0,2005-01-18
212.4,24,19,14,21,30,20,24,27,12,22,18,19,19,27,18,24,22,25,19,24,19,23,23,20,21,1,2005-01-18
219,23,19,14,20,28,19,23,27,10,21,17,18,16,26,18,24,21,24,18,23,19,21,21,19,20,2,2005-01-18
226.3,22,19,14,20,27,19,22,25,10,20,16,18,16,24,17,22,21,23,18,22,19,21,19,18,19,3,2005-01-18
236.4,21,18,13,20,25,19,21,23,9,19,15,16,16,23,16,21,20,22,17,21,18,21,19,18,17,4,2005-01-18
252.2,20,18,12,19,23,18,20,23,9,19,15,16,14,22,15,21,19,20,16,20,18,19,19,17,16,5,2005-01-18
274,19,18,12,17,23,18,19,23,9,18,14,16,14,21,15,20,18,20,16,20,18,19,18,16,16,6,2005-01-18
267.7,18,18,12,18,23,18,19,23,9,18,14,16,16,22,15,21,18,21,16,21,18,19,18,16,16,7,2005-01-18
252.7,18,19,14,17,25,20,21,27,12,21,16,16,19,24,18,22,19,23,18,21,19,23,21,18,19,8,2005-01-18
245.9,23,21,17,21,28,23,23,27,14,21,18,18,21,25,20,25,21,25,19,24,20,25,23,20,21,9,2005-01-18
227.9,27,25,22,23,30,24,24,28,18,25,20,19,23,26,21,26,23,26,23,25,21,27,25,23,23,10,2005-01-18
214.5,30,25,25,25,30,26,25,30,21,25,22,21,25,27,23,28,27,28,27,26,23,28,27,24,25,11,2005-01-18
202.6,33,27,28,27,32,26,26,32,25,28,24,23,27,28,25,29,28,28,28,27,24,28,27,26,27,12,2005-01-18
189.7,35,27,30,29,32,27,27,32,27,28,26,25,27,28,26,30,30,29,30,28,24,30,28,27,28,13,2005-01-18
182.3,36,27,33,30,32,27,28,34,27,30,27,25,28,28,28,32,32,31,30,29,26,30,30,28,28,14,2005-01-18
183.5,36,27,33,31,34,27,28,32,28,28,27,25,27,28,29,31,32,30,30,29,25,30,30,28,28,15,2005-01-18
199,36,27,33,31,32,25,27,32,27,28,27,25,27,27,25,29,32,28,30,28,25,28,28,27,26,16,2005-01-18
229.2,33,25,29,31,30,24,25,30,25,27,25,25,23,26,24,26,28,25,28,26,24,27,27,25,24,17,2005-01-18
251,30,21,27,26,30,23,24,28,21,25,22,19,21,26,19,25,27,24,27,25,24,23,25,23,23,18,2005-01-18
254.2,27,19,25,26,28,23,23,27,21,23,22,19,19,26,18,23,25,23,27,24,24,21,21,20,18,19,2005-01-18
253.7,25,18,23,25,27,23,23,25,19,21,21,18,21,26,16,20,21,22,25,22,24,21,21,19,18,20,2005-01-18
248.3,24,18,22,24,23,22,22,23,18,19,19,19,16,27,16,20,19,21,25,18,23,16,18,18,17,21,2005-01-18
238.4,23,14,21,23,21,21,22,21,19,18,19,16,16,27,14,17,19,21,23,17,24,19,19,17,16,22,2005-01-18
228,22,14,21,23,21,18,20,21,18,16,19,16,14,28,13,17,18,22,19,15,23,18,16,14,15,23,2005-01-18
226.8,21,14,20,20,20,21,18,21,18,16,17,18,16,27,11,16,16,20,21,12,21,16,16,16,13,0,2005-01-19
226.9,20,12,19,19,19,15,16,19,18,14,17,12,14,26,12,16,16,21,18,14,21,16,14,15,13,1,2005-01-19
228.6,19,12,20,17,18,16,17,19,19,14,16,12,14,28,12,15,16,19,19,14,17,16,14,14,14,2,2005-01-19
229.2,18,12,21,17,18,16,16,17,19,12,16,18,18,29,12,14,16,20,19,13,17,16,12,15,13,3,2005-01-19
235.2,18,12,21,18,18,16,15,18,19,12,17,18,19,27,15,15,16,22,21,13,18,16,12,14,12,4,2005-01-19
249.8,17,14,22,15,18,16,15,18,19,12,17,18,19,27,15,16,18,21,21,13,17,16,14,14,14,5,2005-01-19
265.1,16,14,23,18,18,15,15,12,19,12,19,19,19,27,17,16,19,20,21,13,19,16,14,17,16,6,2005-01-19
259,16,18,24,20,19,18,17,19,19,18,20,19,19,27,20,18,21,22,23,16,20,23,16,20,19,7,2005-01-19
243.7,16,21,25,15,30,25,23,27,21,23,22,19,21,29,21,25,23,28,25,23,24,27,23,23,22,8,2005-01-19
